Normalized SMILES,index,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5,sigma_6,sigma_7,sigma_8,sigma_9,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_16,sigma_17,sigma_18,sigma_19,sigma_20,sigma_21,sigma_22,sigma_23,sigma_24,sigma_25,sigma_26,sigma_27,sigma_28,sigma_29,sigma_30,sigma_31,sigma_32,sigma_33,sigma_34,sigma_35,sigma_36,sigma_37,sigma_38,sigma_39,sigma_40,sigma_41,sigma_42,sigma_43,sigma_44,sigma_45,sigma_46,sigma_47,sigma_48,sigma_49,sigma_50,sigma_51,Vcosmo
ClCC(Cl)Cl,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461,2.77,3.36,5.85,3.59,3.85,3.2,3.12,2.87,6.95,5.36,6.02,11.6,9.07,6.49,19.7,23.1,13.6,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.44445
Oc1ccccn1,,0,0,0,0,0,0,0,0,0.157,0.893,0.619,0.624,1.4,0.623,0.68,0.467,0.222,1.39,6.22,10,8.75,6.2,5.79,4.39,6.13,5.34,11.2,12.1,14.5,7.5,3.79,3.74,1.89,2.81,3.48,3.25,0.821,0.549,1.32,0.432,0,0,0,0,0,0,0,0,0,0,0,115.83722
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893,1.02,4.79,7.4,5.96,6.86,9.09,12.4,9.57,16.4,36.6,29.2,29.8,49.8,56,22.9,0.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.44137
CCC#CCCCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948,7.46,14.1,24,28.5,28.3,17.7,18.5,16.2,6.76,2.96,3.2,6.13,2.64,8.98,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.74053
CCCOC(=O)c1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,5.37,10.6,14.1,19,19.7,21.4,17.8,17.8,18.6,15.2,13.4,11.9,11.5,1.87,1.55,1.97,2.7,1.39,4.95,3.24,0.0636,0,0,0,0,0,0,0,0,0,0,0,0,212.44524
Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487,3.72,4.33,2.93,4.87,4.86,6.69,19.1,3.8,19.7,43.1,39.1,28.1,62.5,48,19,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.62357
COC(=O)CCCCC(=O)OC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,15.1,22,25.4,33.7,29.2,16.2,10.6,7.1,4.96,4.89,5.83,3.78,6.28,5.06,6.36,5.81,6.04,10.4,5.06,0.485,0,0,0,0,0,0,0,0,0,0,0,0,221.87903
CN(C)CCO,,0,0,0,0,0,0,0,0,0,0.242,0.676,1.76,0.16,0.712,0.777,1.43,0.692,0.889,0.58,1.4,9.15,12.4,14.8,15.2,17.6,17.1,13.3,3.68,1.95,1.85,2.24,2.52,1.43,1.15,1.47,1.91,1.37,3.5,3.02,2.17,1.94,0.627,0.269,0,0,0,0,0,0,0,0,130.30587
SCc1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.985,2.71,5.08,16.3,14.1,13.9,10.7,8.24,9.61,6.92,9.24,9.54,9.33,8.96,11.7,11.1,8.58,3.15,1.78,2.31,0.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.77416
C#Cc1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,0,0.387,0.743,2.19,1.61,0.151,1.76,7.96,11.6,10.2,7.33,9.82,5.66,4.33,6.4,10.6,8.78,13.3,16.2,18.2,9.25,5.56,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.83842
O=C(O)c1cccnc1O,,0,0,0,0,0,0,0,0.468,1.68,1.25,1.75,2.35,1.58,1.13,0.847,0.609,1.72,4.11,8.15,7.69,4.99,3.06,6.55,9.82,14.3,14.4,12,8.46,6.13,5.98,5.77,4.02,3.86,3.69,3.78,5.26,6.89,4.38,0.947,0,0,0,0,0,0,0,0,0,0,0,0,151.63529
C1=CC[C@H]2C=CC[C@H]2C1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,4.72,12.7,22.5,26.8,19.8,19.1,15.7,8.42,6.45,7.1,5.35,4.03,5.25,4.12,1.49,0.0199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.08486
CCCCCCCCCCCCC1CCCC1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,13.1,58.5,84.9,70.7,58,37.3,32.2,0.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.281
[H][H],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549,1.29,4.67,0.211,4.89,2.33,2.68,8.79,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.10017
Clc1ccc(-c2ccccc2Cl)cc1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,4.49,15.3,14.8,12.9,11.1,11.4,9.74,8.03,15,20.3,24.1,32.8,36.1,16.6,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.43896
c1ccc2ccccc2c1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792,12.1,17,16.8,11.8,8.19,10.6,8.25,9.49,11.6,13.8,24.9,19.7,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.90836
FC(Cl)(Cl)C(F)(Cl)Cl,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,1.92,8.51,3.32,1.78,14.6,6.3,1.99,26.1,39.9,53.5,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.18283
[C]=O,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,15.6,5.18,10.9,8.06,6.73,3.87,0.878,2.22,0.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4565
Nc1ccc([N+](=O)[O-])cn1,,0,0,0,0,0,0,0,0,0,0.0927,1.49,2.38,2.64,3.64,1.75,2.46,3.15,5.17,6.03,5.98,5.15,4.34,8.08,10,14.7,11.8,8.45,3.92,4.53,6.19,4.31,7.66,12,6.51,5.62,2.87,3.76,2.73,1.15,0.138,0,0,0,0,0,0,0,0,0,0,0,150.22585
C/C=C(\C)c1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591,10.1,15.4,19.5,17.1,14.3,15.5,14.2,17.1,10.5,10.2,9.51,11.5,12.7,8.83,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.14869
CCF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00904,3.67,10.1,11.2,9.9,8.07,6.3,7,3.9,2.05,0.914,1.59,1.75,3.17,5.56,8.36,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.1759
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,1.95,5,7.32,5.9,6.14,7.42,14.9,8.6,15,32.7,32.4,26.1,52.8,52.8,24.3,0.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.22285
CC(=O)CCC=C(C)C,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,10.1,11.2,19.7,23.2,24.3,18,13.9,18.3,12.1,5.73,4.69,3.42,3.94,2.79,3.27,1.77,2.49,3.99,4.31,2.17,1.04,0,0,0,0,0,0,0,0,0,0,0,188.64982
C1CCCOCC1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,9.5,23,25.7,24.5,16.5,15.2,9.4,2.18,1.1,1.52,0.259,1.28,1.48,0.987,1.06,1.46,1.42,1.8,1.8,0.65,0,0,0,0,0,0,0,0,0,0,139.6254
c1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,11.4,13.1,12.3,8.93,7.17,7.98,4.62,5.04,9.16,6.94,4.26,13,7.55,8.52,0.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.22176
CC[C@@H](C)C(C)=O,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149,1.13,4.62,8.3,15.3,20.1,21.7,18.7,17.6,12.3,10.2,2.67,1.83,1.06,0.689,1.04,1.61,1.81,2.01,3.86,3.96,2.56,1.4,0.119,0,0,0,0,0,0,0,0,0,0,151.0854
C/C=C/CC(=O)O,,0,0,0,0,0,0,0,0,0,0,0,0.351,0.671,0.865,0.774,0.755,0.49,2.74,4.72,10,14.5,12.9,12.9,11.8,10.2,10.5,5.27,5.04,3.12,2.31,3.98,3.3,1.68,4.33,4.98,4.98,6.66,3.69,1.69,0.131,0,0,0,0,0,0,0,0,0,0,0,132.89355
C=COC(=O)CC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578,6.22,9.68,10.6,11.5,13.7,15.3,11.1,10.6,11.6,5.61,5.82,6.68,6.64,6.32,4.86,1.52,2.51,4.93,2.37,0.422,0,0,0,0,0,0,0,0,0,0,0,0,0,134.27277
C[C@H]1CCCC(=O)C1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,4.24,6.07,18.1,26.8,22.5,19.6,14.1,11.3,9.44,1.46,1.62,0.32,0.691,0.939,1.35,2,2.33,4.91,4.08,2.46,2.2,0.0688,0,0,0,0,0,0,0,0,0,0,156.53019
F[C@H](Cl)C(F)(F)C(F)(F)Cl,,0,0,0,0,0,0,0,0,0,0,0,0.329,2.81,0.982,1.38,1.51,0.636,0.559,0.956,3.43,2.79,5.95,4.22,5.02,4.49,15.6,49.7,41.1,16.1,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.01345
c1ccc2c(c1)[nH]c1ccccc12,,0,0,0,0,0,0,0,0,0.0503,0.562,2.09,0.149,1.17,2.79,0.364,0.679,0.744,0.52,3.56,9.29,16.8,15.5,12.6,12.4,8.05,12.1,8.82,8.94,24.6,18.1,21,15.3,5.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.95951
CC(F)(F)F,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895,5.66,4.08,6.4,4.12,3.04,6.91,1.95,2.62,3.91,2.25,8.84,24.3,22.2,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.39924
CCCCCCCCCCCCCCCCCC(=O)OCCCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648,3.07,6.51,13.3,40.1,82.9,101,79.2,63.9,42.3,30,3.23,1.69,2.6,3.48,2.3,3.43,1.75,3.9,5.22,0.957,0,0,0,0,0,0,0,0,0,0,0,0,510.90853
CC(C)Cl,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,2.99,9.91,13.1,13.4,10,9.3,14.8,6.57,2.14,5.12,3.53,2.59,8.65,8.66,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.72581
C#CCCCCCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0.689,2.05,1.68,0.0731,1.4,3.14,5.44,5.68,19.3,30.4,27.1,18.5,16.9,19.1,8.21,2.83,2.8,6.54,4.72,9.72,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.83479
FC(Cl)Cl,,0,0,0,0,0,0,0,0,0,0,0,0,1.77,2.97,0.897,1.76,0.514,0.756,0.342,2.06,3,6.21,1.23,6.28,6.24,2.53,10,20.9,28.8,9.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.84714
Clc1ccc(-c2cccc(Cl)c2Cl)cc1Cl,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194,1.89,10.7,9.87,10.5,9.4,11.3,11.6,6.68,17.2,28.6,30.1,36.8,45.2,30.1,6.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.00008
CC(C)c1cccc(C(C)C)c1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,7.44,20,28.2,28.3,25.5,24.3,21.5,28.1,11.2,5.2,7.21,8.01,6.15,4.43,0.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.35774
ClC1CCCCC1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,1.63,2.25,8,24.8,26.2,19.9,19.4,11.6,5.16,5.38,2.53,3.48,10.8,8.14,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.92086
Clc1cc(Cl)cc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,2,5.99,4.43,4.92,7.4,7.18,13.7,8.91,15.9,39.7,31.7,33.2,50.7,53.9,21,0.0624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.78623
O=C1CCCC[C@@H]1C1CCCCC1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,5.3,14.2,24.9,37.9,40.3,32.8,24.2,15.6,5.96,1.44,1.09,1.03,0.737,1.63,1.69,1.72,4.1,3.85,1.69,1.36,0.0438,0,0,0,0,0,0,0,0,0,0,245.47783
CC(Cl)(Cl)Cl,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321,2.97,4.59,5.51,6.63,10.3,8.17,4.3,12.4,7.42,5.39,17.8,21.2,24.2,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.33826
Cc1ccc(C)c(C)c1C,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,9.46,23.7,25.2,17.6,15.9,18.1,25.6,14.6,5.65,7.8,5.01,7.3,6.48,4.42,1.71,0.00638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.43159
Cl/C=C/CCl,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568,1.57,4.93,7.85,6.72,4.44,5.69,5.47,5.65,3.83,6.11,7.97,7.46,10.8,15.7,13.6,12,8.97,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.68699
Cl/C=C\CCl,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.82,6.87,7.67,4.44,5.9,5.39,6.13,4.03,6.71,8.96,7.29,11.7,15.2,10.5,11.9,9.15,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.39769
CCCCCCOCCO,,0,0,0,0,0,0,0,0,0,0.52,1.23,1.04,0.537,0.651,1.01,1.2,0.743,0.964,1.05,1.97,4.57,11.5,26.4,34,34.9,24.9,18.6,17.7,7.65,2.68,1.97,2.42,1.05,1.93,2.41,4.21,2.98,2.72,4.18,2.18,0.61,0,0,0,0,0,0,0,0,0,0,212.45048
O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,3.92,10.7,18.3,19.6,19.3,16.8,24,20.3,14.7,17.7,26.8,20.8,28.4,19.1,17.7,9.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.18337
CC[C@@H](C)Br,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899,2.36,8.59,14.5,15.3,14.8,14.6,15.3,9.03,10.4,4.83,1.61,7.79,8.59,7.89,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.59238
CCCCCCCCCCCC(=O)OC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582,1.86,7.79,9.49,10.2,24.4,52.1,57.3,43.7,35.1,24.1,17.6,3.23,1.89,3.01,2.79,2.37,3.54,2.15,4,4.34,0.938,0,0,0,0,0,0,0,0,0,0,0,0,315.72146
C[Si](C)(C)O[Si](C)(C)C,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,20.9,28.7,34.3,25.6,22.3,19.7,27.5,17.6,10,7.17,2.28,1.53,1.99,1.33,1.26,0.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.08904
CCCCCCCCN(C)C,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,9.71,19.1,37.9,47.6,42.9,41.9,24.4,9.45,1.72,0.825,1.22,1.05,0.124,0.249,1.03,0.261,0.944,0.658,0.773,0.255,0.87,0.412,0.262,0,0,0,0,0,0,0,249.65841
Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773,5.55,11.1,8.18,7.41,7.21,10.9,12.4,4.55,18.6,28.3,35,41.3,47.9,25.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.34295
Clc1cc(-c2c(Cl)cccc2Cl)c(Cl)c(Cl)c1Cl,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0.803,2.73,8.03,7.41,7.48,9.18,14.8,7.22,15.6,31.5,29.8,27.3,50.6,59.5,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.69204
O=[N+]([O-])OCCO[N+](=O)[O-],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,9.3,12.3,9.53,7.55,6.94,4.33,3.47,4.41,5.24,3.93,5.81,9.9,13.2,22.4,18.3,16.6,7.32,0.0872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.18586
CC(=O)OCC(COC(C)=O)OC(C)=O,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,5.74,15.7,22.3,24.6,21.1,20.2,31.2,19.2,9.51,8.26,4.92,7.08,6.8,5.94,5.49,6.57,9.45,5.65,12.4,12.6,5.71,0.484,0,0,0,0,0,0,0,0,0,0,0,0,264.28269
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,0,0,0,0,0,0,0,0,0,0.354,1.13,1.49,1.17,1.09,1.87,2.71,3.35,2.44,8.34,17.7,23.4,29.2,37.3,32.7,29.8,26.8,23.6,16.4,12.5,9.06,6.22,12.1,8.55,7.48,5.96,6,5.18,7.45,5.97,3.78,2,0.0169,0,0,0,0,0,0,0,0,0,460.22435
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,0,0,0,0,0,0,0,0,0.0363,1.18,3.22,3.1,1.73,1.83,3,4.32,3.23,2.6,7.17,17.3,21.8,27.8,31.6,34.2,29.1,23.9,22.8,21.6,11.1,7.37,8.11,8.67,7.61,6.65,4.76,5.48,7.02,8.14,6.41,4.36,5.11,1.44,0,0,0,0,0,0,0,0,0,459.89265
CCCCc1cccc2ccccc12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,11.3,13.7,20,25.8,25.2,22.2,18.9,18.1,19.2,11.2,12.3,19.9,16.4,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.19516
Cc1ccc(C)cc1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,11.6,19.1,17.8,15.6,12.4,13.4,18.2,9.32,7.55,5.96,6.38,10.1,6.96,2.95,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.46557
C1=CCCCCCC1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,5.37,17.6,26.1,29.6,22.6,21.7,16.7,5.78,2.97,3.42,2.27,1.55,1.26,1.44,0.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.03773
Cl[C@H]1CCCc2ccccc21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,2.77,7.79,14.3,23.8,19.8,15.8,16,14.6,8.02,7.57,11.1,8.56,13.7,15.2,12,0.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.46306
C#CC(C)C,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507,0.775,2,1.65,0.052,1.25,1.36,5.56,12.4,13.9,15.7,10.1,8.15,15.6,7.58,3.8,2.53,2.79,5.99,4.87,9.47,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.94948
c1ccc(Oc2ccccc2)cc1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0.925,1.26,2.19,7.67,17.6,19.9,12.7,10.2,11.3,11,12,8.43,20.3,17.9,16.1,21.6,17,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.59866
Clc1cc(Cl)cc(-c2cc(Cl)cc(Cl)c2)c1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,8.89,7.74,5.13,8.49,5.52,8.66,14.6,3.64,20.9,27.8,49.7,42.1,43.5,27.5,0.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.73794
FC(F)=C(F)Cl,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.48,2.21,2.01,5.04,10.1,8.2,6,15.6,32.8,28.5,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.17111
CCCC(=O)OC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616,2.02,7.78,9.34,12.6,21.1,20.5,16.6,11.2,11,8.6,3.28,3.32,1.62,3.35,2.44,2.39,3.9,1.54,4.08,4.55,0.905,0,0,0,0,0,0,0,0,0,0,0,0,140.18149
Clc1cc(Cl)c(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859,1.9,7.35,6.39,4.99,6.67,6.31,15.7,8.17,9.09,32.6,34.1,36.9,48.8,52,22.2,0.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.0611
C1=CCC=CC1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,7.62,18.4,16.4,15.1,15.3,8.67,5.25,6.35,6.54,2.9,6.09,6.93,4.76,5.26,0.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.72684
CC(C)CCC[C@@H](C)[C@@H]1CC[C@@H]2[C@@H]3CC=C4C[C@H](OC(=O)c5ccccc5)CC[C@]4(C)[C@H]3CC[C@]21C,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,7.54,15,20.2,35.8,77.1,91.7,74.1,63.9,55.7,40.5,15.1,4.31,3.01,2.49,2.39,3,1.4,4.48,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,663.75646
FC1(F)C(F)(F)C(F)(F)[C@]2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C@@]2(F)C1(F)F,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718,4.03,39.6,165,52.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.46321
OCCOCCOCCOCCO,,0,0,0,0,0,0,0,0,0.0317,0.977,3.06,1.69,1.4,1.18,2.31,2.07,1.67,2.13,1.78,2.84,18.4,41.9,32.4,21,18.1,18.9,10.6,4.57,6.13,6.44,3.19,2.68,3.01,6.05,15.3,5.26,5.74,7.62,4.94,3.85,0.67,0,0,0,0,0,0,0,0,0,0,246.11946
CC(C)CCC(C)C,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681,15.1,30.6,42.2,25.6,26.2,26.6,19.6,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.18599
[O][N]N1CCCCC1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573,6.6,12.5,21.6,23.6,18.9,12.8,10,5.45,2.37,1.92,1.17,2.3,2.29,2.98,3.41,3.83,7.04,4.42,2.08,1.8,1.05,0.037,0,0,0,0,0,0,0,0,0,0,145.42277
Br/C=C/Br,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,4.76,1.93,2.16,3.24,2.46,6.1,2.93,0.974,11.7,6.98,5.7,7.16,20.9,19.5,25.7,0.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.03878
Br/C=C\Br,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977,4.88,4.45,2.2,3.13,2.61,5.86,2.57,2.13,9.96,8.59,3.08,3.93,18.3,17.1,26.6,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.69561
CC(=O)OC[C@@H](CO)OC(C)=O,,0,0,0,0,0,0,0,0,0,0.396,1.11,1.58,0.426,0.436,0.957,1.28,1.23,1.83,9.72,19.1,22.4,17.8,15.2,24.9,16.3,6.7,4.16,4.36,4.32,2.81,3.21,4.26,5.7,6.58,5.64,9.36,12.1,6.53,2.04,1.38,0.537,0,0,0,0,0,0,0,0,0,0,213.31698
C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@H]2O,,0,0,0,0,0,0,0,0,0,0,0.314,1.24,0.943,0.35,1.17,0.711,0.909,0.746,4.78,14.8,18.2,22,38.9,46.4,45,37.9,36.9,31.6,26.7,21.3,8.96,6.32,5.23,3.44,2.34,5.36,6.25,2.22,1.6,0.867,0.314,0.0592,0,0,0,0,0,0,0,0,0,462.10182
O=COCc1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487,1.97,3.57,4.32,7.99,14.8,15,14.4,10.2,8.34,7.88,8.64,8.11,9.51,10.3,12.8,11,2.69,3.57,3.17,5.17,6.31,4.2,2.38,0.233,0,0,0,0,0,0,0,0,0,0,0,0,172.88372
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,,0,0,0,0,0,0,0,0,0,0,0.462,1.95,4.74,5.71,6.07,8.5,9.87,15.3,10.1,9.77,6.4,5.29,4.81,5.01,5.35,6.17,10.1,7.31,7.96,18.4,28.1,22.6,15.6,13.2,11.3,2.94,0.00687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.86636
CCCCCCCCCCc1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,8.99,13.2,20.3,46.6,59.7,47.7,38.1,30.5,20.1,7.88,10.1,9.04,3.53,0.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.59924
